year,tone,sentiment
2016,0.0938967136150235,neutral
2016,-0.462107208872458,negative
2016,4.33734939759036,positive
2016,-2.3943661971831,negative
2016,0.540540540540541,positive
2016,2.01612903225806,positive
2016,-0.369276218611521,negative
2016,1.38339920948617,positive
2016,-0.294985250737463,negative
2016,-2.21774193548387,negative
2016,4.82315112540193,positive
2016,-2.16962524654832,negative
2016,6.36363636363636,positive
2016,4.66666666666667,positive
2016,2.52293577981651,positive
2016,4.41176470588235,positive
2016,0.2710027100271,positive
2016,2.43013365735115,positive
2016,0.0,neutral
2016,3.27272727272727,positive
2016,2.38095238095238,positive
2016,7.54716981132075,positive
2016,2.60869565217391,positive
2016,-3.1657355679702,negative
2016,-0.424628450106157,negative
2016,2.52824098977945,positive
2016,1.38888888888889,positive
2016,3.27044025157233,positive
2016,-2.42914979757085,negative
2016,1.16550116550117,positive
2016,2.61780104712042,positive
2016,0.819672131147541,positive
2016,2.41116751269036,positive
2016,2.53968253968254,positive
2016,0.90293453724605,positive
2016,-1.34874759152216,negative
2016,-0.145137880986938,neutral
2016,-3.44827586206897,negative
2016,0.69204152249135,positive
2016,2.47191011235955,positive
2016,3.93258426966292,positive
2016,0.255754475703325,positive
2017,0.909090909090909,positive
2017,1.44628099173554,positive
2017,0.0,neutral
2017,2.30326295585413,positive
2017,-3.17460317460317,negative
2017,1.02201257861635,positive
2017,0.0629722921914357,neutral
2017,3.94736842105263,positive
2017,3.53697749196141,positive
2017,2.11267605633803,positive
2017,-3.47490347490347,negative
2017,0.0,neutral
2017,1.73199635369189,positive
2017,2.08105147864184,positive
2017,3.60262008733624,positive
2017,-0.549450549450549,negative
2017,0.761904761904762,positive
2017,3.58649789029536,positive
2017,-2.60355029585799,negative
2017,0.728597449908925,positive
2017,2.64026402640264,positive
2017,-0.833333333333333,negative
2017,0.72992700729927,positive
2017,0.237529691211401,positive
2017,-0.468384074941452,negative
2017,3.84204909284952,positive
2017,-3.79746835443038,negative
2017,0.609756097560975,positive
2017,2.57163850110213,positive
2017,-0.298507462686567,negative
2017,-1.73611111111111,negative
2017,6.0790273556231,positive
2017,3.41463414634146,positive
2017,-2.59067357512953,negative
2017,0.0,neutral
2017,3.44827586206897,positive
2017,-1.35135135135135,negative
2017,4.02298850574713,positive
2017,1.2396694214876,positive
2017,7.55555555555556,positive
2017,1.99115044247788,positive
2017,-0.248138957816378,negative
2017,6.23145400593472,positive
2017,1.9047619047619,positive
2017,5.62913907284768,positive
2017,-3.20945945945946,negative
2017,5.10204081632653,positive
2017,6.23145400593472,positive
2017,-3.7037037037037,negative
2017,3.05676855895197,positive
2017,-3.72340425531915,negative
2017,1.59151193633952,positive
2017,-2.27272727272727,negative
2017,-1.02880658436214,negative
