Data_Status,MSN,StateCode,Year,Data
"2023F","ABICB","HI","2018",-12
"2023F","ABICB","HI","2019",-9
"2023F","ABICB","HI","2020",-5
"2023F","ABICB","HI","2021",-4
"2023F","ABICB","HI","2022",-3
"2023F","ABICB","HI","2023",-3
"2023F","ABICB","IA","1960",0
"2023F","ABICB","IA","1961",0
"2023F","ABICB","IA","1962",0
"2023F","ABICB","IA","1963",0
"2023F","ABICB","IA","1964",0
"2023F","ABICB","IA","1965",0
"2023F","ABICB","IA","1966",0
"2023F","ABICB","IA","1967",0
"2023F","ABICB","IA","1968",0
"2023F","ABICB","IA","1969",0
"2023F","ABICB","IA","1970",0
"2023F","ABICB","IA","1971",0
"2023F","ABICB","IA","1972",0
"2023F","ABICB","IA","1973",0
"2023F","ABICB","IA","1974",0
"2023F","ABICB","IA","1975",0
"2023F","ABICB","IA","1976",0
"2023F","ABICB","IA","1977",0
"2023F","ABICB","IA","1978",0
"2023F","ABICB","IA","1979",0
"2023F","ABICB","IA","1980",0
"2023F","ABICB","IA","1981",0
"2023F","ABICB","IA","1982",0
"2023F","ABICB","IA","1983",0
"2023F","ABICB","IA","1984",0
"2023F","ABICB","IA","1985",0
"2023F","ABICB","IA","1986",0
"2023F","ABICB","IA","1987",0
"2023F","ABICB","IA","1988",0
"2023F","ABICB","IA","1989",0
"2023F","ABICB","IA","1990",0
"2023F","ABICB","IA","1991",0
"2023F","ABICB","IA","1992",0
"2023F","ABICB","IA","1993",0
"2023F","ABICB","IA","1994",0
"2023F","ABICB","IA","1995",0
"2023F","ABICB","IA","1996",0
"2023F","ABICB","IA","1997",0
"2023F","ABICB","IA","1998",0
"2023F","ABICB","IA","1999",0
"2023F","ABICB","IA","2000",0
"2023F","ABICB","IA","2001",0
"2023F","ABICB","IA","2002",0
"2023F","ABICB","IA","2003",0
"2023F","ABICB","IA","2004",0
"2023F","ABICB","IA","2005",0
"2023F","ABICB","IA","2006",0
"2023F","ABICB","IA","2007",0
"2023F","ABICB","IA","2008",0
"2023F","ABICB","IA","2009",0
"2023F","ABICB","IA","2010",0
"2023F","ABICB","IA","2011",0
"2023F","ABICB","IA","2012",0
"2023F","ABICB","IA","2013",0
"2023F","ABICB","IA","2014",0
"2023F","ABICB","IA","2015",0
"2023F","ABICB","IA","2016",0
"2023F","ABICB","IA","2017",0
"2023F","ABICB","IA","2018",0
"2023F","ABICB","IA","2019",0
"2023F","ABICB","IA","2020",0
"2023F","ABICB","IA","2021",0
"2023F","ABICB","IA","2022",0
"2023F","ABICB","IA","2023",0
"2023F","ABICB","ID","1960",0
"2023F","ABICB","ID","1961",0
"2023F","ABICB","ID","1962",0
"2023F","ABICB","ID","1963",0
"2023F","ABICB","ID","1964",0
"2023F","ABICB","ID","1965",0
"2023F","ABICB","ID","1966",0
"2023F","ABICB","ID","1967",0
"2023F","ABICB","ID","1968",0
"2023F","ABICB","ID","1969",0
"2023F","ABICB","ID","1970",0
"2023F","ABICB","ID","1971",0
"2023F","ABICB","ID","1972",0
"2023F","ABICB","ID","1973",0
"2023F","ABICB","ID","1974",0
"2023F","ABICB","ID","1975",0
"2023F","ABICB","ID","1976",0
"2023F","ABICB","ID","1977",0
"2023F","ABICB","ID","1978",0
"2023F","ABICB","ID","1979",0
"2023F","ABICB","ID","1980",0
"2023F","ABICB","ID","1981",0
"2023F","ABICB","ID","1982",0
"2023F","ABICB","ID","1983",0
"2023F","ABICB","ID","1984",0
"2023F","ABICB","ID","1985",0
"2023F","ABICB","ID","1986",0
"2023F","ABICB","ID","1987",0
"2023F","ABICB","ID","1988",0
"2023F","ABICB","ID","1989",0
"2023F","ABICB","ID","1990",0
"2023F","ABICB","ID","1991",0
"2023F","ABICB","ID","1992",0
"2023F","ABICB","ID","1993",0
"2023F","ABICB","ID","1994",0
"2023F","ABICB","ID","1995",0
"2023F","ABICB","ID","1996",0
"2023F","ABICB","ID","1997",0
"2023F","ABICB","ID","1998",0
"2023F","ABICB","ID","1999",0
"2023F","ABICB","ID","2000",0
"2023F","ABICB","ID","2001",0
"2023F","ABICB","ID","2002",0
"2023F","ABICB","ID","2003",0
"2023F","ABICB","ID","2004",0
"2023F","ABICB","ID","2005",0
"2023F","ABICB","ID","2006",0
"2023F","ABICB","ID","2007",0
"2023F","ABICB","ID","2008",0
"2023F","ABICB","ID","2009",0
"2023F","ABICB","ID","2010",0
"2023F","ABICB","ID","2011",0
"2023F","ABICB","ID","2012",0
"2023F","ABICB","ID","2013",0
"2023F","ABICB","ID","2014",0
"2023F","ABICB","ID","2015",0
"2023F","ABICB","ID","2016",0
"2023F","ABICB","ID","2017",0
"2023F","ABICB","ID","2018",0
"2023F","ABICB","ID","2019",0
"2023F","ABICB","ID","2020",0
"2023F","ABICB","ID","2021",0
"2023F","ABICB","ID","2022",0
"2023F","ABICB","ID","2023",0
"2023F","ABICB","IL","1960",0
"2023F","ABICB","IL","1961",0
"2023F","ABICB","IL","1962",0
"2023F","ABICB","IL","1963",0
"2023F","ABICB","IL","1964",0
"2023F","ABICB","IL","1965",0
"2023F","ABICB","IL","1966",0
"2023F","ABICB","IL","1967",0
"2023F","ABICB","IL","1968",0
"2023F","ABICB","IL","1969",0
"2023F","ABICB","IL","1970",0
"2023F","ABICB","IL","1971",0
"2023F","ABICB","IL","1972",0
"2023F","ABICB","IL","1973",0
"2023F","ABICB","IL","1974",0
"2023F","ABICB","IL","1975",0
"2023F","ABICB","IL","1976",0
"2023F","ABICB","IL","1977",0
"2023F","ABICB","IL","1978",0
"2023F","ABICB","IL","1979",0
"2023F","ABICB","IL","1980",0
"2023F","ABICB","IL","1981",304
"2023F","ABICB","IL","1982",295
"2023F","ABICB","IL","1983",41
"2023F","ABICB","IL","1984",4
"2023F","ABICB","IL","1985",217
"2023F","ABICB","IL","1986",31
"2023F","ABICB","IL","1987",3
"2023F","ABICB","IL","1988",-63
"2023F","ABICB","IL","1989",6
"2023F","ABICB","IL","1990",15
"2023F","ABICB","IL","1991",-5
"2023F","ABICB","IL","1992",10
"2023F","ABICB","IL","1993",10
"2023F","ABICB","IL","1994",405
"2023F","ABICB","IL","1995",334
"2023F","ABICB","IL","1996",434
"2023F","ABICB","IL","1997",570
"2023F","ABICB","IL","1998",256
"2023F","ABICB","IL","1999",404
"2023F","ABICB","IL","2000",238
"2023F","ABICB","IL","2001",291
"2023F","ABICB","IL","2002",400
"2023F","ABICB","IL","2003",391
"2023F","ABICB","IL","2004",559
"2023F","ABICB","IL","2005",458
"2023F","ABICB","IL","2006",34
"2023F","ABICB","IL","2007",95
"2023F","ABICB","IL","2008",5
"2023F","ABICB","IL","2009",-43
"2023F","ABICB","IL","2010",-13
"2023F","ABICB","IL","2011",1
"2023F","ABICB","IL","2012",0
"2023F","ABICB","IL","2013",-20
"2023F","ABICB","IL","2014",-7
"2023F","ABICB","IL","2015",-18
"2023F","ABICB","IL","2016",-15
"2023F","ABICB","IL","2017",-10
"2023F","ABICB","IL","2018",-83
"2023F","ABICB","IL","2019",-65
"2023F","ABICB","IL","2020",-46
"2023F","ABICB","IL","2021",-49
"2023F","ABICB","IL","2022",-39
"2023F","ABICB","IL","2023",-37
"2023F","ABICB","IN","1960",0
"2023F","ABICB","IN","1961",0
"2023F","ABICB","IN","1962",0
"2023F","ABICB","IN","1963",0
"2023F","ABICB","IN","1964",0
"2023F","ABICB","IN","1965",0
"2023F","ABICB","IN","1966",0
"2023F","ABICB","IN","1967",0
"2023F","ABICB","IN","1968",0
"2023F","ABICB","IN","1969",0
"2023F","ABICB","IN","1970",0
"2023F","ABICB","IN","1971",0
"2023F","ABICB","IN","1972",0
"2023F","ABICB","IN","1973",0
"2023F","ABICB","IN","1974",0
"2023F","ABICB","IN","1975",0
"2023F","ABICB","IN","1976",0
"2023F","ABICB","IN","1977",0
"2023F","ABICB","IN","1978",0
"2023F","ABICB","IN","1979",0
"2023F","ABICB","IN","1980",0
"2023F","ABICB","IN","1981",150
"2023F","ABICB","IN","1982",152
"2023F","ABICB","IN","1983",22
"2023F","ABICB","IN","1984",3
"2023F","ABICB","IN","1985",113
"2023F","ABICB","IN","1986",16
"2023F","ABICB","IN","1987",1
"2023F","ABICB","IN","1988",-31
"2023F","ABICB","IN","1989",3
"2023F","ABICB","IN","1990",7
"2023F","ABICB","IN","1991",-2
"2023F","ABICB","IN","1992",5
"2023F","ABICB","IN","1993",4
"2023F","ABICB","IN","1994",176
"2023F","ABICB","IN","1995",146
"2023F","ABICB","IN","1996",198
"2023F","ABICB","IN","1997",252
"2023F","ABICB","IN","1998",108
"2023F","ABICB","IN","1999",170
"2023F","ABICB","IN","2000",101
"2023F","ABICB","IN","2001",162
"2023F","ABICB","IN","2002",197
"2023F","ABICB","IN","2003",193
"2023F","ABICB","IN","2004",270
"2023F","ABICB","IN","2005",219
"2023F","ABICB","IN","2006",16
"2023F","ABICB","IN","2007",45
"2023F","ABICB","IN","2008",2
"2023F","ABICB","IN","2009",-20
"2023F","ABICB","IN","2010",-6
"2023F","ABICB","IN","2011",0
"2023F","ABICB","IN","2012",0
"2023F","ABICB","IN","2013",-9
"2023F","ABICB","IN","2014",-3
"2023F","ABICB","IN","2015",-8
"2023F","ABICB","IN","2016",-7
"2023F","ABICB","IN","2017",-5
"2023F","ABICB","IN","2018",-38
"2023F","ABICB","IN","2019",-29
"2023F","ABICB","IN","2020",-20
"2023F","ABICB","IN","2021",-22
"2023F","ABICB","IN","2022",-17
"2023F","ABICB","IN","2023",-17
"2023F","ABICB","KS","1960",0
"2023F","ABICB","KS","1961",0
"2023F","ABICB","KS","1962",0
"2023F","ABICB","KS","1963",0
"2023F","ABICB","KS","1964",0
"2023F","ABICB","KS","1965",0
"2023F","ABICB","KS","1966",0
"2023F","ABICB","KS","1967",0
"2023F","ABICB","KS","1968",0
"2023F","ABICB","KS","1969",0
"2023F","ABICB","KS","1970",0
"2023F","ABICB","KS","1971",0
"2023F","ABICB","KS","1972",0
"2023F","ABICB","KS","1973",0
"2023F","ABICB","KS","1974",0
"2023F","ABICB","KS","1975",0
"2023F","ABICB","KS","1976",0
"2023F","ABICB","KS","1977",0
"2023F","ABICB","KS","1978",0
"2023F","ABICB","KS","1979",0
"2023F","ABICB","KS","1980",0
"2023F","ABICB","KS","1981",145
"2023F","ABICB","KS","1982",108
"2023F","ABICB","KS","1983",15
"2023F","ABICB","KS","1984",2
"2023F","ABICB","KS","1985",82
"2023F","ABICB","KS","1986",13
"2023F","ABICB","KS","1987",1
"2023F","ABICB","KS","1988",-25
"2023F","ABICB","KS","1989",2
"2023F","ABICB","KS","1990",6
"2023F","ABICB","KS","1991",-2
"2023F","ABICB","KS","1992",3
"2023F","ABICB","KS","1993",3
"2023F","ABICB","KS","1994",119
"2023F","ABICB","KS","1995",103
"2023F","ABICB","KS","1996",130
"2023F","ABICB","KS","1997",166
"2023F","ABICB","KS","1998",71
"2023F","ABICB","KS","1999",115
"2023F","ABICB","KS","2000",69
"2023F","ABICB","KS","2001",112
"2023F","ABICB","KS","2002",135
"2023F","ABICB","KS","2003",132
"2023F","ABICB","KS","2004",185
"2023F","ABICB","KS","2005",152
"2023F","ABICB","KS","2006",11
"2023F","ABICB","KS","2007",32
"2023F","ABICB","KS","2008",2
"2023F","ABICB","KS","2009",-16
"2023F","ABICB","KS","2010",-5
"2023F","ABICB","KS","2011",0
"2023F","ABICB","KS","2012",0
"2023F","ABICB","KS","2013",-7
"2023F","ABICB","KS","2014",-3
"2023F","ABICB","KS","2015",-7
"2023F","ABICB","KS","2016",-6
"2023F","ABICB","KS","2017",-4
"2023F","ABICB","KS","2018",-33
"2023F","ABICB","KS","2019",-26
"2023F","ABICB","KS","2020",-18
"2023F","ABICB","KS","2021",-19
"2023F","ABICB","KS","2022",-15
"2023F","ABICB","KS","2023",-15
"2023F","ABICB","KY","1960",0
"2023F","ABICB","KY","1961",0
"2023F","ABICB","KY","1962",0
"2023F","ABICB","KY","1963",0
"2023F","ABICB","KY","1964",0
"2023F","ABICB","KY","1965",0
"2023F","ABICB","KY","1966",0
"2023F","ABICB","KY","1967",0
"2023F","ABICB","KY","1968",0
"2023F","ABICB","KY","1969",0
"2023F","ABICB","KY","1970",0
"2023F","ABICB","KY","1971",0
"2023F","ABICB","KY","1972",0
"2023F","ABICB","KY","1973",0
"2023F","ABICB","KY","1974",0
"2023F","ABICB","KY","1975",0
"2023F","ABICB","KY","1976",0
"2023F","ABICB","KY","1977",0
"2023F","ABICB","KY","1978",0
"2023F","ABICB","KY","1979",0
"2023F","ABICB","KY","1980",0
"2023F","ABICB","KY","1981",78
"2023F","ABICB","KY","1982",74
"2023F","ABICB","KY","1983",11
"2023F","ABICB","KY","1984",1
"2023F","ABICB","KY","1985",58
"2023F","ABICB","KY","1986",8
"2023F","ABICB","KY","1987",1
"2023F","ABICB","KY","1988",-16
"2023F","ABICB","KY","1989",2
"2023F","ABICB","KY","1990",3
"2023F","ABICB","KY","1991",-1
"2023F","ABICB","KY","1992",2
"2023F","ABICB","KY","1993",2
"2023F","ABICB","KY","1994",89
"2023F","ABICB","KY","1995",77
"2023F","ABICB","KY","1996",103
"2023F","ABICB","KY","1997",131
"2023F","ABICB","KY","1998",57
"2023F","ABICB","KY","1999",89
"2023F","ABICB","KY","2000",53
"2023F","ABICB","KY","2001",85
"2023F","ABICB","KY","2002",104
"2023F","ABICB","KY","2003",101
"2023F","ABICB","KY","2004",142
"2023F","ABICB","KY","2005",115
"2023F","ABICB","KY","2006",8
"2023F","ABICB","KY","2007",23
"2023F","ABICB","KY","2008",1
"2023F","ABICB","KY","2009",-10
"2023F","ABICB","KY","2010",-3
"2023F","ABICB","KY","2011",0
"2023F","ABICB","KY","2012",0
"2023F","ABICB","KY","2013",-5
"2023F","ABICB","KY","2014",-2
"2023F","ABICB","KY","2015",-5
"2023F","ABICB","KY","2016",-4
"2023F","ABICB","KY","2017",-3
"2023F","ABICB","KY","2018",-23
"2023F","ABICB","KY","2019",-18
"2023F","ABICB","KY","2020",-13
"2023F","ABICB","KY","2021",-14
"2023F","ABICB","KY","2022",-11
"2023F","ABICB","KY","2023",-10
"2023F","ABICB","LA","1960",0
"2023F","ABICB","LA","1961",0
"2023F","ABICB","LA","1962",0
"2023F","ABICB","LA","1963",0
"2023F","ABICB","LA","1964",0
"2023F","ABICB","LA","1965",0
"2023F","ABICB","LA","1966",0
"2023F","ABICB","LA","1967",0
"2023F","ABICB","LA","1968",0
"2023F","ABICB","LA","1969",0
"2023F","ABICB","LA","1970",0
"2023F","ABICB","LA","1971",0
"2023F","ABICB","LA","1972",0
"2023F","ABICB","LA","1973",0
"2023F","ABICB","LA","1974",0
"2023F","ABICB","LA","1975",0
"2023F","ABICB","LA","1976",0
"2023F","ABICB","LA","1977",0
"2023F","ABICB","LA","1978",0
"2023F","ABICB","LA","1979",0
"2023F","ABICB","LA","1980",0
"2023F","ABICB","LA","1981",734
"2023F","ABICB","LA","1982",698
"2023F","ABICB","LA","1983",100
"2023F","ABICB","LA","1984",13
"2023F","ABICB","LA","1985",588
"2023F","ABICB","LA","1986",82
"2023F","ABICB","LA","1987",7
"2023F","ABICB","LA","1988",-163
"2023F","ABICB","LA","1989",16
"2023F","ABICB","LA","1990",36
"2023F","ABICB","LA","1991",-12
"2023F","ABICB","LA","1992",25
"2023F","ABICB","LA","1993",23
"2023F","ABICB","LA","1994",953
"2023F","ABICB","LA","1995",843
"2023F","ABICB","LA","1996",1114
"2023F","ABICB","LA","1997",1419
"2023F","ABICB","LA","1998",648
"2023F","ABICB","LA","1999",1050
"2023F","ABICB","LA","2000",625
"2023F","ABICB","LA","2001",993
"2023F","ABICB","LA","2002",1240
"2023F","ABICB","LA","2003",1227
"2023F","ABICB","LA","2004",1731
"2023F","ABICB","LA","2005",1284
"2023F","ABICB","LA","2006",112
"2023F","ABICB","LA","2007",305
"2023F","ABICB","LA","2008",16
"2023F","ABICB","LA","2009",-142
"2023F","ABICB","LA","2010",-45
"2023F","ABICB","LA","2011",2
"2023F","ABICB","LA","2012",-1
"2023F","ABICB","LA","2013",-70
"2023F","ABICB","LA","2014",-26
"2023F","ABICB","LA","2015",-64
"2023F","ABICB","LA","2016",-53
"2023F","ABICB","LA","2017",-34
"2023F","ABICB","LA","2018",-276
"2023F","ABICB","LA","2019",-214
"2023F","ABICB","LA","2020",-135
"2023F","ABICB","LA","2021",-133
"2023F","ABICB","LA","2022",-108
"2023F","ABICB","LA","2023",-105
"2023F","ABICB","MA","1960",0
"2023F","ABICB","MA","1961",0
"2023F","ABICB","MA","1962",0
"2023F","ABICB","MA","1963",0
"2023F","ABICB","MA","1964",0
"2023F","ABICB","MA","1965",0
"2023F","ABICB","MA","1966",0
"2023F","ABICB","MA","1967",0
"2023F","ABICB","MA","1968",0
"2023F","ABICB","MA","1969",0
"2023F","ABICB","MA","1970",0
"2023F","ABICB","MA","1971",0
"2023F","ABICB","MA","1972",0
"2023F","ABICB","MA","1973",0
"2023F","ABICB","MA","1974",0
"2023F","ABICB","MA","1975",0
"2023F","ABICB","MA","1976",0
"2023F","ABICB","MA","1977",0
"2023F","ABICB","MA","1978",0
"2023F","ABICB","MA","1979",0
"2023F","ABICB","MA","1980",0
"2023F","ABICB","MA","1981",0
"2023F","ABICB","MA","1982",0
"2023F","ABICB","MA","1983",0
"2023F","ABICB","MA","1984",0
"2023F","ABICB","MA","1985",0
"2023F","ABICB","MA","1986",0
"2023F","ABICB","MA","1987",0
"2023F","ABICB","MA","1988",0
"2023F","ABICB","MA","1989",0
"2023F","ABICB","MA","1990",0
"2023F","ABICB","MA","1991",0
"2023F","ABICB","MA","1992",0
"2023F","ABICB","MA","1993",0
"2023F","ABICB","MA","1994",0
"2023F","ABICB","MA","1995",0
"2023F","ABICB","MA","1996",0
"2023F","ABICB","MA","1997",0
"2023F","ABICB","MA","1998",0
"2023F","ABICB","MA","1999",0
"2023F","ABICB","MA","2000",0
"2023F","ABICB","MA","2001",0
"2023F","ABICB","MA","2002",0
"2023F","ABICB","MA","2003",0
"2023F","ABICB","MA","2004",0
"2023F","ABICB","MA","2005",0
"2023F","ABICB","MA","2006",0
"2023F","ABICB","MA","2007",0
"2023F","ABICB","MA","2008",0
"2023F","ABICB","MA","2009",0
"2023F","ABICB","MA","2010",0
"2023F","ABICB","MA","2011",0
"2023F","ABICB","MA","2012",0
"2023F","ABICB","MA","2013",0
"2023F","ABICB","MA","2014",0
"2023F","ABICB","MA","2015",0
"2023F","ABICB","MA","2016",0
"2023F","ABICB","MA","2017",0
"2023F","ABICB","MA","2018",0
"2023F","ABICB","MA","2019",0
"2023F","ABICB","MA","2020",0
"2023F","ABICB","MA","2021",0
"2023F","ABICB","MA","2022",0
"2023F","ABICB","MA","2023",0
"2023F","ABICB","MD","1960",0
"2023F","ABICB","MD","1961",0
"2023F","ABICB","MD","1962",0
"2023F","ABICB","MD","1963",0
"2023F","ABICB","MD","1964",0
"2023F","ABICB","MD","1965",0
"2023F","ABICB","MD","1966",0
"2023F","ABICB","MD","1967",0
"2023F","ABICB","MD","1968",0
"2023F","ABICB","MD","1969",0
"2023F","ABICB","MD","1970",0
"2023F","ABICB","MD","1971",0
"2023F","ABICB","MD","1972",0
"2023F","ABICB","MD","1973",0
"2023F","ABICB","MD","1974",0
"2023F","ABICB","MD","1975",0
"2023F","ABICB","MD","1976",0
"2023F","ABICB","MD","1977",0
"2023F","ABICB","MD","1978",0
"2023F","ABICB","MD","1979",0
"2023F","ABICB","MD","1980",0
"2023F","ABICB","MD","1981",5
"2023F","ABICB","MD","1982",5
"2023F","ABICB","MD","1983",0
"2023F","ABICB","MD","1984",0
"2023F","ABICB","MD","1985",0
"2023F","ABICB","MD","1986",0
"2023F","ABICB","MD","1987",0
"2023F","ABICB","MD","1988",0
"2023F","ABICB","MD","1989",0
"2023F","ABICB","MD","1990",0
"2023F","ABICB","MD","1991",0
"2023F","ABICB","MD","1992",0
"2023F","ABICB","MD","1993",0
"2023F","ABICB","MD","1994",0
"2023F","ABICB","MD","1995",0
"2023F","ABICB","MD","1996",0
"2023F","ABICB","MD","1997",0
"2023F","ABICB","MD","1998",0
"2023F","ABICB","MD","1999",0
"2023F","ABICB","MD","2000",0
"2023F","ABICB","MD","2001",0
"2023F","ABICB","MD","2002",0
"2023F","ABICB","MD","2003",0
"2023F","ABICB","MD","2004",0
"2023F","ABICB","MD","2005",0
"2023F","ABICB","MD","2006",0
"2023F","ABICB","MD","2007",0
"2023F","ABICB","MD","2008",0
"2023F","ABICB","MD","2009",0
"2023F","ABICB","MD","2010",0
"2023F","ABICB","MD","2011",0
"2023F","ABICB","MD","2012",0
"2023F","ABICB","MD","2013",0
"2023F","ABICB","MD","2014",0
"2023F","ABICB","MD","2015",0
"2023F","ABICB","MD","2016",0
"2023F","ABICB","MD","2017",0
"2023F","ABICB","MD","2018",0
"2023F","ABICB","MD","2019",0
"2023F","ABICB","MD","2020",0
"2023F","ABICB","MD","2021",0
"2023F","ABICB","MD","2022",0
"2023F","ABICB","MD","2023",0
"2023F","ABICB","ME","1960",0
"2023F","ABICB","ME","1961",0
"2023F","ABICB","ME","1962",0
"2023F","ABICB","ME","1963",0
"2023F","ABICB","ME","1964",0
"2023F","ABICB","ME","1965",0
"2023F","ABICB","ME","1966",0
"2023F","ABICB","ME","1967",0
"2023F","ABICB","ME","1968",0
"2023F","ABICB","ME","1969",0
"2023F","ABICB","ME","1970",0
"2023F","ABICB","ME","1971",0
"2023F","ABICB","ME","1972",0
"2023F","ABICB","ME","1973",0
"2023F","ABICB","ME","1974",0
"2023F","ABICB","ME","1975",0
"2023F","ABICB","ME","1976",0
"2023F","ABICB","ME","1977",0
"2023F","ABICB","ME","1978",0
"2023F","ABICB","ME","1979",0
"2023F","ABICB","ME","1980",0
"2023F","ABICB","ME","1981",0
"2023F","ABICB","ME","1982",0
"2023F","ABICB","ME","1983",0
"2023F","ABICB","ME","1984",0
"2023F","ABICB","ME","1985",0
"2023F","ABICB","ME","1986",0
"2023F","ABICB","ME","1987",0
"2023F","ABICB","ME","1988",0
"2023F","ABICB","ME","1989",0
"2023F","ABICB","ME","1990",0
"2023F","ABICB","ME","1991",0
"2023F","ABICB","ME","1992",0
"2023F","ABICB","ME","1993",0
"2023F","ABICB","ME","1994",0
"2023F","ABICB","ME","1995",0
"2023F","ABICB","ME","1996",0
"2023F","ABICB","ME","1997",0
"2023F","ABICB","ME","1998",0
"2023F","ABICB","ME","1999",0
"2023F","ABICB","ME","2000",0
"2023F","ABICB","ME","2001",0
"2023F","ABICB","ME","2002",0
"2023F","ABICB","ME","2003",0
"2023F","ABICB","ME","2004",0
"2023F","ABICB","ME","2005",0
"2023F","ABICB","ME","2006",0
"2023F","ABICB","ME","2007",0
"2023F","ABICB","ME","2008",0
"2023F","ABICB","ME","2009",0
"2023F","ABICB","ME","2010",0
"2023F","ABICB","ME","2011",0
"2023F","ABICB","ME","2012",0
"2023F","ABICB","ME","2013",0
"2023F","ABICB","ME","2014",0
"2023F","ABICB","ME","2015",0
"2023F","ABICB","ME","2016",0
"2023F","ABICB","ME","2017",0
"2023F","ABICB","ME","2018",0
"2023F","ABICB","ME","2019",0
"2023F","ABICB","ME","2020",0
"2023F","ABICB","ME","2021",0
"2023F","ABICB","ME","2022",0
"2023F","ABICB","ME","2023",0
"2023F","ABICB","MI","1960",0
"2023F","ABICB","MI","1961",0
"2023F","ABICB","MI","1962",0
"2023F","ABICB","MI","1963",0
"2023F","ABICB","MI","1964",0
"2023F","ABICB","MI","1965",0
"2023F","ABICB","MI","1966",0
"2023F","ABICB","MI","1967",0
"2023F","ABICB","MI","1968",0
"2023F","ABICB","MI","1969",0
"2023F","ABICB","MI","1970",0
"2023F","ABICB","MI","1971",0
"2023F","ABICB","MI","1972",0
"2023F","ABICB","MI","1973",0
"2023F","ABICB","MI","1974",0
"2023F","ABICB","MI","1975",0
"2023F","ABICB","MI","1976",0
"2023F","ABICB","MI","1977",0
"2023F","ABICB","MI","1978",0
"2023F","ABICB","MI","1979",0
"2023F","ABICB","MI","1980",0
"2023F","ABICB","MI","1981",38
"2023F","ABICB","MI","1982",38
"2023F","ABICB","MI","1983",6
"2023F","ABICB","MI","1984",1
"2023F","ABICB","MI","1985",29
"2023F","ABICB","MI","1986",4
"2023F","ABICB","MI","1987",0
"2023F","ABICB","MI","1988",-8
"2023F","ABICB","MI","1989",1
"2023F","ABICB","MI","1990",2
"2023F","ABICB","MI","1991",-1
"2023F","ABICB","MI","1992",1
"2023F","ABICB","MI","1993",1
"2023F","ABICB","MI","1994",47
"2023F","ABICB","MI","1995",42
"2023F","ABICB","MI","1996",55
"2023F","ABICB","MI","1997",71
"2023F","ABICB","MI","1998",31
"2023F","ABICB","MI","1999",29
"2023F","ABICB","MI","2000",17
"2023F","ABICB","MI","2001",28
"2023F","ABICB","MI","2002",34
"2023F","ABICB","MI","2003",33
"2023F","ABICB","MI","2004",46
"2023F","ABICB","MI","2005",51
"2023F","ABICB","MI","2006",4
"2023F","ABICB","MI","2007",11
"2023F","ABICB","MI","2008",1
"2023F","ABICB","MI","2009",-5
"2023F","ABICB","MI","2010",-2
"2023F","ABICB","MI","2011",0
"2023F","ABICB","MI","2012",0
"2023F","ABICB","MI","2013",-3
"2023F","ABICB","MI","2014",-1
"2023F","ABICB","MI","2015",-3
"2023F","ABICB","MI","2016",-2
"2023F","ABICB","MI","2017",-1
"2023F","ABICB","MI","2018",-12
"2023F","ABICB","MI","2019",-9
"2023F","ABICB","MI","2020",-6
"2023F","ABICB","MI","2021",-7
"2023F","ABICB","MI","2022",-5
"2023F","ABICB","MI","2023",-5
"2023F","ABICB","MN","1960",0
"2023F","ABICB","MN","1961",0
"2023F","ABICB","MN","1962",0
"2023F","ABICB","MN","1963",0
"2023F","ABICB","MN","1964",0
"2023F","ABICB","MN","1965",0
"2023F","ABICB","MN","1966",0
"2023F","ABICB","MN","1967",0
"2023F","ABICB","MN","1968",0
"2023F","ABICB","MN","1969",0
"2023F","ABICB","MN","1970",0
"2023F","ABICB","MN","1971",0
"2023F","ABICB","MN","1972",0
"2023F","ABICB","MN","1973",0
"2023F","ABICB","MN","1974",0
"2023F","ABICB","MN","1975",0
"2023F","ABICB","MN","1976",0
"2023F","ABICB","MN","1977",0
"2023F","ABICB","MN","1978",0
"2023F","ABICB","MN","1979",0
"2023F","ABICB","MN","1980",0
"2023F","ABICB","MN","1981",62
"2023F","ABICB","MN","1982",66
"2023F","ABICB","MN","1983",10
"2023F","ABICB","MN","1984",1
"2023F","ABICB","MN","1985",59
"2023F","ABICB","MN","1986",8
"2023F","ABICB","MN","1987",1
"2023F","ABICB","MN","1988",-18
"2023F","ABICB","MN","1989",2
"2023F","ABICB","MN","1990",4
"2023F","ABICB","MN","1991",-1
"2023F","ABICB","MN","1992",3
"2023F","ABICB","MN","1993",3
"2023F","ABICB","MN","1994",120
"2023F","ABICB","MN","1995",104
"2023F","ABICB","MN","1996",146
"2023F","ABICB","MN","1997",186
"2023F","ABICB","MN","1998",82
"2023F","ABICB","MN","1999",129
"2023F","ABICB","MN","2000",78
"2023F","ABICB","MN","2001",125
"2023F","ABICB","MN","2002",153
"2023F","ABICB","MN","2003",149
"2023F","ABICB","MN","2004",209
"2023F","ABICB","MN","2005",177
"2023F","ABICB","MN","2006",13
"2023F","ABICB","MN","2007",37
"2023F","ABICB","MN","2008",2
"2023F","ABICB","MN","2009",-17
"2023F","ABICB","MN","2010",-5
"2023F","ABICB","MN","2011",0
"2023F","ABICB","MN","2012",0
"2023F","ABICB","MN","2013",-8
"2023F","ABICB","MN","2014",-3
"2023F","ABICB","MN","2015",-7
"2023F","ABICB","MN","2016",-6
"2023F","ABICB","MN","2017",-4
"2023F","ABICB","MN","2018",-35
"2023F","ABICB","MN","2019",-28
