Data_Status,MSN,StateCode,Year,Data
"2023F","ABICB","MN","2020",-19
"2023F","ABICB","MN","2021",-21
"2023F","ABICB","MN","2022",-16
"2023F","ABICB","MN","2023",-16
"2023F","ABICB","MO","1960",0
"2023F","ABICB","MO","1961",0
"2023F","ABICB","MO","1962",0
"2023F","ABICB","MO","1963",0
"2023F","ABICB","MO","1964",0
"2023F","ABICB","MO","1965",0
"2023F","ABICB","MO","1966",0
"2023F","ABICB","MO","1967",0
"2023F","ABICB","MO","1968",0
"2023F","ABICB","MO","1969",0
"2023F","ABICB","MO","1970",0
"2023F","ABICB","MO","1971",0
"2023F","ABICB","MO","1972",0
"2023F","ABICB","MO","1973",0
"2023F","ABICB","MO","1974",0
"2023F","ABICB","MO","1975",0
"2023F","ABICB","MO","1976",0
"2023F","ABICB","MO","1977",0
"2023F","ABICB","MO","1978",0
"2023F","ABICB","MO","1979",0
"2023F","ABICB","MO","1980",0
"2023F","ABICB","MO","1981",33
"2023F","ABICB","MO","1982",0
"2023F","ABICB","MO","1983",0
"2023F","ABICB","MO","1984",0
"2023F","ABICB","MO","1985",0
"2023F","ABICB","MO","1986",0
"2023F","ABICB","MO","1987",0
"2023F","ABICB","MO","1988",0
"2023F","ABICB","MO","1989",0
"2023F","ABICB","MO","1990",0
"2023F","ABICB","MO","1991",0
"2023F","ABICB","MO","1992",0
"2023F","ABICB","MO","1993",0
"2023F","ABICB","MO","1994",0
"2023F","ABICB","MO","1995",0
"2023F","ABICB","MO","1996",0
"2023F","ABICB","MO","1997",0
"2023F","ABICB","MO","1998",0
"2023F","ABICB","MO","1999",0
"2023F","ABICB","MO","2000",0
"2023F","ABICB","MO","2001",0
"2023F","ABICB","MO","2002",0
"2023F","ABICB","MO","2003",0
"2023F","ABICB","MO","2004",0
"2023F","ABICB","MO","2005",0
"2023F","ABICB","MO","2006",0
"2023F","ABICB","MO","2007",0
"2023F","ABICB","MO","2008",0
"2023F","ABICB","MO","2009",0
"2023F","ABICB","MO","2010",0
"2023F","ABICB","MO","2011",0
"2023F","ABICB","MO","2012",0
"2023F","ABICB","MO","2013",0
"2023F","ABICB","MO","2014",0
"2023F","ABICB","MO","2015",0
"2023F","ABICB","MO","2016",0
"2023F","ABICB","MO","2017",0
"2023F","ABICB","MO","2018",0
"2023F","ABICB","MO","2019",0
"2023F","ABICB","MO","2020",0
"2023F","ABICB","MO","2021",0
"2023F","ABICB","MO","2022",0
"2023F","ABICB","MO","2023",0
"2023F","ABICB","MS","1960",0
"2023F","ABICB","MS","1961",0
"2023F","ABICB","MS","1962",0
"2023F","ABICB","MS","1963",0
"2023F","ABICB","MS","1964",0
"2023F","ABICB","MS","1965",0
"2023F","ABICB","MS","1966",0
"2023F","ABICB","MS","1967",0
"2023F","ABICB","MS","1968",0
"2023F","ABICB","MS","1969",0
"2023F","ABICB","MS","1970",0
"2023F","ABICB","MS","1971",0
"2023F","ABICB","MS","1972",0
"2023F","ABICB","MS","1973",0
"2023F","ABICB","MS","1974",0
"2023F","ABICB","MS","1975",0
"2023F","ABICB","MS","1976",0
"2023F","ABICB","MS","1977",0
"2023F","ABICB","MS","1978",0
"2023F","ABICB","MS","1979",0
"2023F","ABICB","MS","1980",0
"2023F","ABICB","MS","1981",114
"2023F","ABICB","MS","1982",107
"2023F","ABICB","MS","1983",16
"2023F","ABICB","MS","1984",2
"2023F","ABICB","MS","1985",96
"2023F","ABICB","MS","1986",13
"2023F","ABICB","MS","1987",1
"2023F","ABICB","MS","1988",-26
"2023F","ABICB","MS","1989",3
"2023F","ABICB","MS","1990",6
"2023F","ABICB","MS","1991",-2
"2023F","ABICB","MS","1992",4
"2023F","ABICB","MS","1993",4
"2023F","ABICB","MS","1994",135
"2023F","ABICB","MS","1995",117
"2023F","ABICB","MS","1996",153
"2023F","ABICB","MS","1997",195
"2023F","ABICB","MS","1998",84
"2023F","ABICB","MS","1999",132
"2023F","ABICB","MS","2000",78
"2023F","ABICB","MS","2001",125
"2023F","ABICB","MS","2002",166
"2023F","ABICB","MS","2003",163
"2023F","ABICB","MS","2004",228
"2023F","ABICB","MS","2005",185
"2023F","ABICB","MS","2006",14
"2023F","ABICB","MS","2007",38
"2023F","ABICB","MS","2008",2
"2023F","ABICB","MS","2009",-17
"2023F","ABICB","MS","2010",-5
"2023F","ABICB","MS","2011",0
"2023F","ABICB","MS","2012",0
"2023F","ABICB","MS","2013",-8
"2023F","ABICB","MS","2014",-3
"2023F","ABICB","MS","2015",-7
"2023F","ABICB","MS","2016",-6
"2023F","ABICB","MS","2017",-4
"2023F","ABICB","MS","2018",-33
"2023F","ABICB","MS","2019",-25
"2023F","ABICB","MS","2020",-17
"2023F","ABICB","MS","2021",-19
"2023F","ABICB","MS","2022",-15
"2023F","ABICB","MS","2023",-14
"2023F","ABICB","MT","1960",0
"2023F","ABICB","MT","1961",0
"2023F","ABICB","MT","1962",0
"2023F","ABICB","MT","1963",0
"2023F","ABICB","MT","1964",0
"2023F","ABICB","MT","1965",0
"2023F","ABICB","MT","1966",0
"2023F","ABICB","MT","1967",0
"2023F","ABICB","MT","1968",0
"2023F","ABICB","MT","1969",0
"2023F","ABICB","MT","1970",0
"2023F","ABICB","MT","1971",0
"2023F","ABICB","MT","1972",0
"2023F","ABICB","MT","1973",0
"2023F","ABICB","MT","1974",0
"2023F","ABICB","MT","1975",0
"2023F","ABICB","MT","1976",0
"2023F","ABICB","MT","1977",0
"2023F","ABICB","MT","1978",0
"2023F","ABICB","MT","1979",0
"2023F","ABICB","MT","1980",0
"2023F","ABICB","MT","1981",47
"2023F","ABICB","MT","1982",47
"2023F","ABICB","MT","1983",6
"2023F","ABICB","MT","1984",1
"2023F","ABICB","MT","1985",34
"2023F","ABICB","MT","1986",5
"2023F","ABICB","MT","1987",0
"2023F","ABICB","MT","1988",-9
"2023F","ABICB","MT","1989",1
"2023F","ABICB","MT","1990",2
"2023F","ABICB","MT","1991",-1
"2023F","ABICB","MT","1992",1
"2023F","ABICB","MT","1993",1
"2023F","ABICB","MT","1994",57
"2023F","ABICB","MT","1995",50
"2023F","ABICB","MT","1996",67
"2023F","ABICB","MT","1997",86
"2023F","ABICB","MT","1998",38
"2023F","ABICB","MT","1999",64
"2023F","ABICB","MT","2000",39
"2023F","ABICB","MT","2001",67
"2023F","ABICB","MT","2002",82
"2023F","ABICB","MT","2003",81
"2023F","ABICB","MT","2004",113
"2023F","ABICB","MT","2005",92
"2023F","ABICB","MT","2006",7
"2023F","ABICB","MT","2007",19
"2023F","ABICB","MT","2008",1
"2023F","ABICB","MT","2009",-9
"2023F","ABICB","MT","2010",-3
"2023F","ABICB","MT","2011",0
"2023F","ABICB","MT","2012",0
"2023F","ABICB","MT","2013",-4
"2023F","ABICB","MT","2014",-1
"2023F","ABICB","MT","2015",-4
"2023F","ABICB","MT","2016",-3
"2023F","ABICB","MT","2017",-2
"2023F","ABICB","MT","2018",-17
"2023F","ABICB","MT","2019",-14
"2023F","ABICB","MT","2020",-9
"2023F","ABICB","MT","2021",-10
"2023F","ABICB","MT","2022",-8
"2023F","ABICB","MT","2023",-7
"2023F","ABICB","NC","1960",0
"2023F","ABICB","NC","1961",0
"2023F","ABICB","NC","1962",0
"2023F","ABICB","NC","1963",0
"2023F","ABICB","NC","1964",0
"2023F","ABICB","NC","1965",0
"2023F","ABICB","NC","1966",0
"2023F","ABICB","NC","1967",0
"2023F","ABICB","NC","1968",0
"2023F","ABICB","NC","1969",0
"2023F","ABICB","NC","1970",0
"2023F","ABICB","NC","1971",0
"2023F","ABICB","NC","1972",0
"2023F","ABICB","NC","1973",0
"2023F","ABICB","NC","1974",0
"2023F","ABICB","NC","1975",0
"2023F","ABICB","NC","1976",0
"2023F","ABICB","NC","1977",0
"2023F","ABICB","NC","1978",0
"2023F","ABICB","NC","1979",0
"2023F","ABICB","NC","1980",0
"2023F","ABICB","NC","1981",0
"2023F","ABICB","NC","1982",1
"2023F","ABICB","NC","1983",0
"2023F","ABICB","NC","1984",0
"2023F","ABICB","NC","1985",0
"2023F","ABICB","NC","1986",0
"2023F","ABICB","NC","1987",0
"2023F","ABICB","NC","1988",0
"2023F","ABICB","NC","1989",0
"2023F","ABICB","NC","1990",0
"2023F","ABICB","NC","1991",0
"2023F","ABICB","NC","1992",0
"2023F","ABICB","NC","1993",0
"2023F","ABICB","NC","1994",0
"2023F","ABICB","NC","1995",0
"2023F","ABICB","NC","1996",0
"2023F","ABICB","NC","1997",0
"2023F","ABICB","NC","1998",0
"2023F","ABICB","NC","1999",0
"2023F","ABICB","NC","2000",0
"2023F","ABICB","NC","2001",0
"2023F","ABICB","NC","2002",0
"2023F","ABICB","NC","2003",0
"2023F","ABICB","NC","2004",0
"2023F","ABICB","NC","2005",0
"2023F","ABICB","NC","2006",0
"2023F","ABICB","NC","2007",0
"2023F","ABICB","NC","2008",0
"2023F","ABICB","NC","2009",0
"2023F","ABICB","NC","2010",0
"2023F","ABICB","NC","2011",0
"2023F","ABICB","NC","2012",0
"2023F","ABICB","NC","2013",0
"2023F","ABICB","NC","2014",0
"2023F","ABICB","NC","2015",0
"2023F","ABICB","NC","2016",0
"2023F","ABICB","NC","2017",0
"2023F","ABICB","NC","2018",0
"2023F","ABICB","NC","2019",0
"2023F","ABICB","NC","2020",0
"2023F","ABICB","NC","2021",0
"2023F","ABICB","NC","2022",0
"2023F","ABICB","NC","2023",0
"2023F","ABICB","ND","1960",0
"2023F","ABICB","ND","1961",0
"2023F","ABICB","ND","1962",0
"2023F","ABICB","ND","1963",0
"2023F","ABICB","ND","1964",0
"2023F","ABICB","ND","1965",0
"2023F","ABICB","ND","1966",0
"2023F","ABICB","ND","1967",0
"2023F","ABICB","ND","1968",0
"2023F","ABICB","ND","1969",0
"2023F","ABICB","ND","1970",0
"2023F","ABICB","ND","1971",0
"2023F","ABICB","ND","1972",0
"2023F","ABICB","ND","1973",0
"2023F","ABICB","ND","1974",0
"2023F","ABICB","ND","1975",0
"2023F","ABICB","ND","1976",0
"2023F","ABICB","ND","1977",0
"2023F","ABICB","ND","1978",0
"2023F","ABICB","ND","1979",0
"2023F","ABICB","ND","1980",0
"2023F","ABICB","ND","1981",19
"2023F","ABICB","ND","1982",18
"2023F","ABICB","ND","1983",3
"2023F","ABICB","ND","1984",0
"2023F","ABICB","ND","1985",15
"2023F","ABICB","ND","1986",2
"2023F","ABICB","ND","1987",0
"2023F","ABICB","ND","1988",-4
"2023F","ABICB","ND","1989",0
"2023F","ABICB","ND","1990",1
"2023F","ABICB","ND","1991",0
"2023F","ABICB","ND","1992",1
"2023F","ABICB","ND","1993",1
"2023F","ABICB","ND","1994",23
"2023F","ABICB","ND","1995",20
"2023F","ABICB","ND","1996",27
"2023F","ABICB","ND","1997",34
"2023F","ABICB","ND","1998",14
"2023F","ABICB","ND","1999",23
"2023F","ABICB","ND","2000",14
"2023F","ABICB","ND","2001",22
"2023F","ABICB","ND","2002",26
"2023F","ABICB","ND","2003",26
"2023F","ABICB","ND","2004",36
"2023F","ABICB","ND","2005",29
"2023F","ABICB","ND","2006",2
"2023F","ABICB","ND","2007",6
"2023F","ABICB","ND","2008",0
"2023F","ABICB","ND","2009",-3
"2023F","ABICB","ND","2010",-1
"2023F","ABICB","ND","2011",0
"2023F","ABICB","ND","2012",0
"2023F","ABICB","ND","2013",-1
"2023F","ABICB","ND","2014",-1
"2023F","ABICB","ND","2015",-2
"2023F","ABICB","ND","2016",-1
"2023F","ABICB","ND","2017",-1
"2023F","ABICB","ND","2018",-7
"2023F","ABICB","ND","2019",-6
"2023F","ABICB","ND","2020",-3
"2023F","ABICB","ND","2021",-3
"2023F","ABICB","ND","2022",-3
"2023F","ABICB","ND","2023",-3
"2023F","ABICB","NE","1960",0
"2023F","ABICB","NE","1961",0
"2023F","ABICB","NE","1962",0
"2023F","ABICB","NE","1963",0
"2023F","ABICB","NE","1964",0
"2023F","ABICB","NE","1965",0
"2023F","ABICB","NE","1966",0
"2023F","ABICB","NE","1967",0
"2023F","ABICB","NE","1968",0
"2023F","ABICB","NE","1969",0
"2023F","ABICB","NE","1970",0
"2023F","ABICB","NE","1971",0
"2023F","ABICB","NE","1972",0
"2023F","ABICB","NE","1973",0
"2023F","ABICB","NE","1974",0
"2023F","ABICB","NE","1975",0
"2023F","ABICB","NE","1976",0
"2023F","ABICB","NE","1977",0
"2023F","ABICB","NE","1978",0
"2023F","ABICB","NE","1979",0
"2023F","ABICB","NE","1980",0
"2023F","ABICB","NE","1981",2
"2023F","ABICB","NE","1982",0
"2023F","ABICB","NE","1983",0
"2023F","ABICB","NE","1984",0
"2023F","ABICB","NE","1985",0
"2023F","ABICB","NE","1986",0
"2023F","ABICB","NE","1987",0
"2023F","ABICB","NE","1988",0
"2023F","ABICB","NE","1989",0
"2023F","ABICB","NE","1990",0
"2023F","ABICB","NE","1991",0
"2023F","ABICB","NE","1992",0
"2023F","ABICB","NE","1993",0
"2023F","ABICB","NE","1994",0
"2023F","ABICB","NE","1995",0
"2023F","ABICB","NE","1996",0
"2023F","ABICB","NE","1997",0
"2023F","ABICB","NE","1998",0
"2023F","ABICB","NE","1999",0
"2023F","ABICB","NE","2000",0
"2023F","ABICB","NE","2001",0
"2023F","ABICB","NE","2002",0
"2023F","ABICB","NE","2003",0
"2023F","ABICB","NE","2004",0
"2023F","ABICB","NE","2005",0
"2023F","ABICB","NE","2006",0
"2023F","ABICB","NE","2007",0
"2023F","ABICB","NE","2008",0
"2023F","ABICB","NE","2009",0
"2023F","ABICB","NE","2010",0
"2023F","ABICB","NE","2011",0
"2023F","ABICB","NE","2012",0
"2023F","ABICB","NE","2013",0
"2023F","ABICB","NE","2014",0
"2023F","ABICB","NE","2015",0
"2023F","ABICB","NE","2016",0
"2023F","ABICB","NE","2017",0
"2023F","ABICB","NE","2018",0
"2023F","ABICB","NE","2019",0
"2023F","ABICB","NE","2020",0
"2023F","ABICB","NE","2021",0
"2023F","ABICB","NE","2022",0
"2023F","ABICB","NE","2023",0
"2023F","ABICB","NH","1960",0
"2023F","ABICB","NH","1961",0
"2023F","ABICB","NH","1962",0
"2023F","ABICB","NH","1963",0
"2023F","ABICB","NH","1964",0
"2023F","ABICB","NH","1965",0
"2023F","ABICB","NH","1966",0
"2023F","ABICB","NH","1967",0
"2023F","ABICB","NH","1968",0
"2023F","ABICB","NH","1969",0
"2023F","ABICB","NH","1970",0
"2023F","ABICB","NH","1971",0
"2023F","ABICB","NH","1972",0
"2023F","ABICB","NH","1973",0
"2023F","ABICB","NH","1974",0
"2023F","ABICB","NH","1975",0
"2023F","ABICB","NH","1976",0
"2023F","ABICB","NH","1977",0
"2023F","ABICB","NH","1978",0
"2023F","ABICB","NH","1979",0
"2023F","ABICB","NH","1980",0
"2023F","ABICB","NH","1981",0
"2023F","ABICB","NH","1982",0
"2023F","ABICB","NH","1983",0
"2023F","ABICB","NH","1984",0
"2023F","ABICB","NH","1985",0
"2023F","ABICB","NH","1986",0
"2023F","ABICB","NH","1987",0
"2023F","ABICB","NH","1988",0
"2023F","ABICB","NH","1989",0
"2023F","ABICB","NH","1990",0
"2023F","ABICB","NH","1991",0
"2023F","ABICB","NH","1992",0
"2023F","ABICB","NH","1993",0
"2023F","ABICB","NH","1994",0
"2023F","ABICB","NH","1995",0
"2023F","ABICB","NH","1996",0
"2023F","ABICB","NH","1997",0
"2023F","ABICB","NH","1998",0
"2023F","ABICB","NH","1999",0
"2023F","ABICB","NH","2000",0
"2023F","ABICB","NH","2001",0
"2023F","ABICB","NH","2002",0
"2023F","ABICB","NH","2003",0
"2023F","ABICB","NH","2004",0
"2023F","ABICB","NH","2005",0
"2023F","ABICB","NH","2006",0
"2023F","ABICB","NH","2007",0
"2023F","ABICB","NH","2008",0
"2023F","ABICB","NH","2009",0
"2023F","ABICB","NH","2010",0
"2023F","ABICB","NH","2011",0
"2023F","ABICB","NH","2012",0
"2023F","ABICB","NH","2013",0
"2023F","ABICB","NH","2014",0
"2023F","ABICB","NH","2015",0
"2023F","ABICB","NH","2016",0
"2023F","ABICB","NH","2017",0
"2023F","ABICB","NH","2018",0
"2023F","ABICB","NH","2019",0
"2023F","ABICB","NH","2020",0
"2023F","ABICB","NH","2021",0
"2023F","ABICB","NH","2022",0
"2023F","ABICB","NH","2023",0
"2023F","ABICB","NJ","1960",0
"2023F","ABICB","NJ","1961",0
"2023F","ABICB","NJ","1962",0
"2023F","ABICB","NJ","1963",0
"2023F","ABICB","NJ","1964",0
"2023F","ABICB","NJ","1965",0
"2023F","ABICB","NJ","1966",0
"2023F","ABICB","NJ","1967",0
"2023F","ABICB","NJ","1968",0
"2023F","ABICB","NJ","1969",0
"2023F","ABICB","NJ","1970",0
"2023F","ABICB","NJ","1971",0
"2023F","ABICB","NJ","1972",0
"2023F","ABICB","NJ","1973",0
"2023F","ABICB","NJ","1974",0
"2023F","ABICB","NJ","1975",0
"2023F","ABICB","NJ","1976",0
"2023F","ABICB","NJ","1977",0
"2023F","ABICB","NJ","1978",0
"2023F","ABICB","NJ","1979",0
"2023F","ABICB","NJ","1980",0
"2023F","ABICB","NJ","1981",193
"2023F","ABICB","NJ","1982",137
"2023F","ABICB","NJ","1983",20
"2023F","ABICB","NJ","1984",2
"2023F","ABICB","NJ","1985",77
"2023F","ABICB","NJ","1986",15
"2023F","ABICB","NJ","1987",1
"2023F","ABICB","NJ","1988",-29
"2023F","ABICB","NJ","1989",3
"2023F","ABICB","NJ","1990",5
"2023F","ABICB","NJ","1991",-2
"2023F","ABICB","NJ","1992",4
"2023F","ABICB","NJ","1993",4
"2023F","ABICB","NJ","1994",205
"2023F","ABICB","NJ","1995",170
"2023F","ABICB","NJ","1996",259
"2023F","ABICB","NJ","1997",330
"2023F","ABICB","NJ","1998",135
"2023F","ABICB","NJ","1999",231
"2023F","ABICB","NJ","2000",128
"2023F","ABICB","NJ","2001",209
"2023F","ABICB","NJ","2002",252
"2023F","ABICB","NJ","2003",288
"2023F","ABICB","NJ","2004",384
"2023F","ABICB","NJ","2005",332
"2023F","ABICB","NJ","2006",23
"2023F","ABICB","NJ","2007",64
"2023F","ABICB","NJ","2008",3
"2023F","ABICB","NJ","2009",-19
"2023F","ABICB","NJ","2010",-6
"2023F","ABICB","NJ","2011",0
"2023F","ABICB","NJ","2012",0
"2023F","ABICB","NJ","2013",-10
"2023F","ABICB","NJ","2014",-4
"2023F","ABICB","NJ","2015",-9
"2023F","ABICB","NJ","2016",-8
"2023F","ABICB","NJ","2017",-4
"2023F","ABICB","NJ","2018",-35
"2023F","ABICB","NJ","2019",-27
"2023F","ABICB","NJ","2020",-16
"2023F","ABICB","NJ","2021",-17
"2023F","ABICB","NJ","2022",-14
"2023F","ABICB","NJ","2023",-15
"2023F","ABICB","NM","1960",0
"2023F","ABICB","NM","1961",0
"2023F","ABICB","NM","1962",0
"2023F","ABICB","NM","1963",0
"2023F","ABICB","NM","1964",0
"2023F","ABICB","NM","1965",0
"2023F","ABICB","NM","1966",0
"2023F","ABICB","NM","1967",0
"2023F","ABICB","NM","1968",0
"2023F","ABICB","NM","1969",0
"2023F","ABICB","NM","1970",0
"2023F","ABICB","NM","1971",0
"2023F","ABICB","NM","1972",0
"2023F","ABICB","NM","1973",0
"2023F","ABICB","NM","1974",0
"2023F","ABICB","NM","1975",0
"2023F","ABICB","NM","1976",0
"2023F","ABICB","NM","1977",0
"2023F","ABICB","NM","1978",0
"2023F","ABICB","NM","1979",0
"2023F","ABICB","NM","1980",0
"2023F","ABICB","NM","1981",38
"2023F","ABICB","NM","1982",34
"2023F","ABICB","NM","1983",5
"2023F","ABICB","NM","1984",0
"2023F","ABICB","NM","1985",19
"2023F","ABICB","NM","1986",3
"2023F","ABICB","NM","1987",0
"2023F","ABICB","NM","1988",-5
"2023F","ABICB","NM","1989",1
"2023F","ABICB","NM","1990",1
"2023F","ABICB","NM","1991",-1
"2023F","ABICB","NM","1992",1
"2023F","ABICB","NM","1993",1
"2023F","ABICB","NM","1994",38
"2023F","ABICB","NM","1995",33
"2023F","ABICB","NM","1996",43
"2023F","ABICB","NM","1997",55
"2023F","ABICB","NM","1998",24
"2023F","ABICB","NM","1999",37
"2023F","ABICB","NM","2000",22
"2023F","ABICB","NM","2001",36
"2023F","ABICB","NM","2002",44
"2023F","ABICB","NM","2003",43
"2023F","ABICB","NM","2004",70
"2023F","ABICB","NM","2005",57
"2023F","ABICB","NM","2006",5
"2023F","ABICB","NM","2007",13
"2023F","ABICB","NM","2008",1
"2023F","ABICB","NM","2009",-6
"2023F","ABICB","NM","2010",-2
"2023F","ABICB","NM","2011",0
"2023F","ABICB","NM","2012",0
"2023F","ABICB","NM","2013",-3
"2023F","ABICB","NM","2014",-1
"2023F","ABICB","NM","2015",-2
"2023F","ABICB","NM","2016",-2
"2023F","ABICB","NM","2017",-1
"2023F","ABICB","NM","2018",-11
"2023F","ABICB","NM","2019",-9
"2023F","ABICB","NM","2020",-5
"2023F","ABICB","NM","2021",-5
"2023F","ABICB","NM","2022",-4
"2023F","ABICB","NM","2023",-4
"2023F","ABICB","NV","1960",0
"2023F","ABICB","NV","1961",0
"2023F","ABICB","NV","1962",0
"2023F","ABICB","NV","1963",0
"2023F","ABICB","NV","1964",0
"2023F","ABICB","NV","1965",0
"2023F","ABICB","NV","1966",0
"2023F","ABICB","NV","1967",0
"2023F","ABICB","NV","1968",0
"2023F","ABICB","NV","1969",0
"2023F","ABICB","NV","1970",0
"2023F","ABICB","NV","1971",0
"2023F","ABICB","NV","1972",0
"2023F","ABICB","NV","1973",0
"2023F","ABICB","NV","1974",0
"2023F","ABICB","NV","1975",0
"2023F","ABICB","NV","1976",0
"2023F","ABICB","NV","1977",0
"2023F","ABICB","NV","1978",0
"2023F","ABICB","NV","1979",0
"2023F","ABICB","NV","1980",0
"2023F","ABICB","NV","1981",1
"2023F","ABICB","NV","1982",1
"2023F","ABICB","NV","1983",0
"2023F","ABICB","NV","1984",0
"2023F","ABICB","NV","1985",1
"2023F","ABICB","NV","1986",0
"2023F","ABICB","NV","1987",0
"2023F","ABICB","NV","1988",0
"2023F","ABICB","NV","1989",0
"2023F","ABICB","NV","1990",0
"2023F","ABICB","NV","1991",0
"2023F","ABICB","NV","1992",0
"2023F","ABICB","NV","1993",0
"2023F","ABICB","NV","1994",3
"2023F","ABICB","NV","1995",2
"2023F","ABICB","NV","1996",3
"2023F","ABICB","NV","1997",4
"2023F","ABICB","NV","1998",2
"2023F","ABICB","NV","1999",2
"2023F","ABICB","NV","2000",1
"2023F","ABICB","NV","2001",2
"2023F","ABICB","NV","2002",2
"2023F","ABICB","NV","2003",1
"2023F","ABICB","NV","2004",1
"2023F","ABICB","NV","2005",1
"2023F","ABICB","NV","2006",0
"2023F","ABICB","NV","2007",0
"2023F","ABICB","NV","2008",0
"2023F","ABICB","NV","2009",0
"2023F","ABICB","NV","2010",0
"2023F","ABICB","NV","2011",0
"2023F","ABICB","NV","2012",0
"2023F","ABICB","NV","2013",0
"2023F","ABICB","NV","2014",0
"2023F","ABICB","NV","2015",0
"2023F","ABICB","NV","2016",0
"2023F","ABICB","NV","2017",0
"2023F","ABICB","NV","2018",0
"2023F","ABICB","NV","2019",0
"2023F","ABICB","NV","2020",0
"2023F","ABICB","NV","2021",0
"2023F","ABICB","NV","2022",0
"2023F","ABICB","NV","2023",0
"2023F","ABICB","NY","1960",0
"2023F","ABICB","NY","1961",0
"2023F","ABICB","NY","1962",0
"2023F","ABICB","NY","1963",0
"2023F","ABICB","NY","1964",0
"2023F","ABICB","NY","1965",0
"2023F","ABICB","NY","1966",0
"2023F","ABICB","NY","1967",0
"2023F","ABICB","NY","1968",0
"2023F","ABICB","NY","1969",0
"2023F","ABICB","NY","1970",0
"2023F","ABICB","NY","1971",0
"2023F","ABICB","NY","1972",0
"2023F","ABICB","NY","1973",0
"2023F","ABICB","NY","1974",0
"2023F","ABICB","NY","1975",0
"2023F","ABICB","NY","1976",0
"2023F","ABICB","NY","1977",0
"2023F","ABICB","NY","1978",0
"2023F","ABICB","NY","1979",0
"2023F","ABICB","NY","1980",0
"2023F","ABICB","NY","1981",31
"2023F","ABICB","NY","1982",14
"2023F","ABICB","NY","1983",2
"2023F","ABICB","NY","1984",0
"2023F","ABICB","NY","1985",0
"2023F","ABICB","NY","1986",0
"2023F","ABICB","NY","1987",0
"2023F","ABICB","NY","1988",-3
"2023F","ABICB","NY","1989",0
"2023F","ABICB","NY","1990",1
"2023F","ABICB","NY","1991",0
"2023F","ABICB","NY","1992",0
"2023F","ABICB","NY","1993",0
"2023F","ABICB","NY","1994",0
"2023F","ABICB","NY","1995",0
"2023F","ABICB","NY","1996",0
"2023F","ABICB","NY","1997",0
"2023F","ABICB","NY","1998",0
"2023F","ABICB","NY","1999",0
"2023F","ABICB","NY","2000",0
"2023F","ABICB","NY","2001",0
"2023F","ABICB","NY","2002",0
"2023F","ABICB","NY","2003",0
"2023F","ABICB","NY","2004",0
"2023F","ABICB","NY","2005",0
"2023F","ABICB","NY","2006",0
"2023F","ABICB","NY","2007",0
"2023F","ABICB","NY","2008",0
"2023F","ABICB","NY","2009",0
"2023F","ABICB","NY","2010",0
"2023F","ABICB","NY","2011",0
"2023F","ABICB","NY","2012",0
"2023F","ABICB","NY","2013",0
"2023F","ABICB","NY","2014",0
"2023F","ABICB","NY","2015",0
"2023F","ABICB","NY","2016",0
"2023F","ABICB","NY","2017",0
"2023F","ABICB","NY","2018",0
"2023F","ABICB","NY","2019",0
"2023F","ABICB","NY","2020",0
"2023F","ABICB","NY","2021",0
"2023F","ABICB","NY","2022",0
"2023F","ABICB","NY","2023",0
"2023F","ABICB","OH","1960",0
"2023F","ABICB","OH","1961",0
"2023F","ABICB","OH","1962",0
"2023F","ABICB","OH","1963",0
"2023F","ABICB","OH","1964",0
"2023F","ABICB","OH","1965",0
"2023F","ABICB","OH","1966",0
"2023F","ABICB","OH","1967",0
"2023F","ABICB","OH","1968",0
"2023F","ABICB","OH","1969",0
"2023F","ABICB","OH","1970",0
"2023F","ABICB","OH","1971",0
"2023F","ABICB","OH","1972",0
"2023F","ABICB","OH","1973",0
"2023F","ABICB","OH","1974",0
"2023F","ABICB","OH","1975",0
"2023F","ABICB","OH","1976",0
"2023F","ABICB","OH","1977",0
"2023F","ABICB","OH","1978",0
"2023F","ABICB","OH","1979",0
"2023F","ABICB","OH","1980",0
"2023F","ABICB","OH","1981",174
"2023F","ABICB","OH","1982",157
"2023F","ABICB","OH","1983",25
"2023F","ABICB","OH","1984",3
"2023F","ABICB","OH","1985",138
"2023F","ABICB","OH","1986",18
"2023F","ABICB","OH","1987",1
"2023F","ABICB","OH","1988",-35
"2023F","ABICB","OH","1989",3
"2023F","ABICB","OH","1990",7
"2023F","ABICB","OH","1991",-2
"2023F","ABICB","OH","1992",5
"2023F","ABICB","OH","1993",5
"2023F","ABICB","OH","1994",197
"2023F","ABICB","OH","1995",171
"2023F","ABICB","OH","1996",233
"2023F","ABICB","OH","1997",296
"2023F","ABICB","OH","1998",130
"2023F","ABICB","OH","1999",206
"2023F","ABICB","OH","2000",123
"2023F","ABICB","OH","2001",196
"2023F","ABICB","OH","2002",242
"2023F","ABICB","OH","2003",238
"2023F","ABICB","OH","2004",344
"2023F","ABICB","OH","2005",259
"2023F","ABICB","OH","2006",19
"2023F","ABICB","OH","2007",53
"2023F","ABICB","OH","2008",3
"2023F","ABICB","OH","2009",-24
"2023F","ABICB","OH","2010",-8
"2023F","ABICB","OH","2011",0
"2023F","ABICB","OH","2012",0
"2023F","ABICB","OH","2013",-11
"2023F","ABICB","OH","2014",-4
"2023F","ABICB","OH","2015",-11
"2023F","ABICB","OH","2016",-9
"2023F","ABICB","OH","2017",-6
"2023F","ABICB","OH","2018",-50
"2023F","ABICB","OH","2019",-38
